1278,491,6788.00,"2020-09-21 17:02:12"
244,1660,5063.00,"2020-04-24 06:39:51"
599,1989,17766.00,"2020-10-06 18:08:59"
1378,1153,40213.00,"2020-05-03 17:33:27"
445,1715,21398.00,"2020-07-24 18:15:47"
226,185,40774.00,"2020-02-25 12:30:49"
276,892,9569.00,"2020-08-18 10:33:37"
228,1077,30759.00,"2020-08-07 10:53:47"
776,1593,24709.00,"2020-10-11 05:37:59"
41,1405,29843.00,"2020-01-19 13:47:15"
779,1817,18817.00,"2020-08-27 21:01:54"
1444,826,15271.00,"2020-07-17 20:58:27"
49,9,48940.00,"2020-02-13 05:08:51"
235,1006,36324.00,"2020-03-15 04:35:48"
761,1794,4260.00,"2020-07-11 13:49:09"
538,1092,16131.00,"2019-12-22 12:29:35"
14,1493,9417.00,"2020-01-31 18:49:31"
1722,1285,16070.00,"2020-07-07 22:27:36"
1549,1387,40615.00,"2020-08-16 23:13:52"
1409,519,38798.00,"2020-09-12 19:20:04"
53,1786,6514.00,"2019-12-12 01:44:51"
261,135,34096.00,"2020-04-07 17:51:28"
1219,848,8578.00,"2020-04-28 15:01:31"
1259,194,29363.00,"2020-07-31 10:03:19"
1439,594,49715.00,"2020-07-30 09:57:19"
1992,1524,24222.00,"2020-05-24 18:33:47"
934,1310,45501.00,"2020-09-18 13:30:17"
1393,626,33314.00,"2020-07-24 05:16:10"
237,564,13902.00,"2020-05-03 09:01:48"
322,1765,27430.00,"2020-07-19 13:33:58"
1038,1089,36869.00,"2020-05-30 23:35:21"
436,1668,49329.00,"2020-07-26 18:31:13"
837,653,3007.00,"2020-09-22 09:44:01"
710,429,32196.00,"2020-06-14 02:31:03"
510,1508,35357.00,"2019-11-18 09:02:33"
302,1747,25689.00,"2019-11-16 03:11:58"
767,312,41796.00,"2020-02-14 20:59:21"
262,1845,39627.00,"2020-01-28 23:29:51"
1070,986,14703.00,"2020-08-29 08:15:08"
56,1116,15711.00,"2020-09-25 11:23:45"
1125,229,26839.00,"2020-06-20 14:55:46"
477,26,23449.00,"2020-07-16 08:06:48"
871,1755,33238.00,"2020-04-15 20:20:48"
1092,1614,19680.00,"2020-01-04 16:28:57"
1124,839,28705.00,"2020-08-29 00:21:41"
730,1368,24530.00,"2020-06-27 10:12:35"
17,1101,18109.00,"2020-05-21 05:46:46"
1605,89,18279.00,"2020-09-24 11:23:10"
1827,1250,9941.00,"2020-05-28 19:06:04"
1343,629,4873.00,"2020-07-26 12:31:44"
1567,142,42997.00,"2020-04-18 20:34:13"
958,1541,30628.00,"2019-11-30 08:21:11"
1996,1494,14351.00,"2020-04-28 01:32:37"
1639,974,47649.00,"2019-11-24 12:07:02"
1622,522,13051.00,"2020-02-18 18:26:32"
1938,1016,47374.00,"2020-09-13 01:18:31"
72,1062,12259.00,"2020-01-08 00:40:38"
1439,213,37282.00,"2020-04-12 20:26:24"
967,151,6550.00,"2020-01-26 15:58:33"
25,1699,34509.00,"2020-03-06 03:29:02"
666,1253,11724.00,"2020-07-27 02:32:50"
394,1348,7653.00,"2020-07-28 13:15:28"
1688,608,27596.00,"2020-04-25 11:41:29"
1047,602,31331.00,"2020-01-24 10:13:21"
